[11001_01];V;In una carreggiata del tipo rappresentato si puo superare anche in curva;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/550.jpg
[11001_02];V;La carreggiata del tipo rappresentato e un doppio senso di circolazione;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/550.jpg
[11001_03];V;In una carreggiata extraurbana del tipo rappresentata le corsie interne sono, di norma, riservate al sorpasso;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/550.jpg
[11001_04];V;In una carreggiata del tipo rappresentato non si puo effettuare l'inversione di marcia;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/550.jpg
[11001_05];V;In una carreggiata extraurbana del tipo rappresentata le corsie interne sono, di norma, riservate al sorpasso;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/550.jpg
[11001_06];F;In una vettura extraurbana del tipo rappresentato si puo sempre marciare per file parallele;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/550.jpg
[11001_07];F;In una carreggiata del tipo rappresentato possiamo iniziare un sorpasso anche se il conducente che sta dietro ha gia iniziato la stessa manovra;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/550.jpg
[11002_01];V;Nella strada rappresentata, per ogni senso di marcia, la corsia di destra e, di norma, dedicata alla marcia ordinaria ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/550.jpg
[11002_02];V;La strada rappresentata e composta da tre corsie per ogni senso di marcia;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/550.jpg
[11002_03];V;Nella strada rappresentata, per ogni senso di marcia, le corsie di centro e di sinistra sono dedicate, di norma, al sorpasso ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/550.jpg
[21001_01];V;Il conducente deve regolare la velocita in relazione alle caratteristiche del veicolo;
[21001_02];V;Il conducente deve regolare la velocita in relazione allo stato del veicolo;
[21001_03];V;Il conducente deve regolare la velocita in relazione al carico del veicolo;
[21001_04];V;Il conducente deve regolare la velocita in relazione alle caratteristiche della strada;
[21001_05];V;Il conducente deve regolare la velocita in relazione alle condizioni della strada;
[21001_06];V;Il conducente deve regolare la velocita in relazione alle condizioni del traffico;
[21001_07];V;Il conducente deve regolare la velocita in modo da non costituire pericolo di danno alle cose;
[21001_08];V;Il conducente deve regolare la velocita in modo da non costituire pericolo per le persone;
[21001_09];V;Il conducente deve regolare la velocita in modo da non costituire disordine per la circolazione;
[21001_10];V;Il conducente deve regolare la velocita entro i limiti massimi consentiti;
[31001_01];V;Causa probabile di incidenti dovuti alla struttura della strada puo essere ristrettezza della strada;
[31001_02];V;Causa probabile di incidenti dovuti alla struttura della strada puo essere mancata segnalazione degli incroci;
[31001_03];V;Causa probabile di incidenti dovuti alla struttura della strada puo essere mancanza di segnaletica orizzontale;
[31001_04];V;Causa probabile di incidenti dovuti alla struttura della strada puo essere fondo stradale deformato;
[31001_05];V;Causa probabile di incidenti dovuti alla struttura della strada puo essere fondo stradale scivoloso;
[31001_06];V;Causa probabile di incidenti dovuti alla struttura della strada puo essere presenza di strettoie non segnalate;
[31001_07];F;Causa probabile di incidenti dovuti alla struttura della strada puo essere strada suddivisa in carreggiate;
[31001_08];F;Causa probabile di incidenti dovuti alla struttura della strada puo essere strada suddivisa in corsie;
[31001_09];F;Causa probabile di incidenti dovuti alla struttura della strada puo essere carreggiata a senso unico di circolazione;
[31001_10];F;Causa probabile di incidenti dovuti alla struttura della strada puo essere strada a percorso pianeggiante;
[26023_03];V;Prima di aprire lo sportello di un veicolo dal lato rivolto verso il marciapiede bisogna assicurarsi che non sopraggiungano pedoni;
[26023_09];F;Il conducente puo lasciare il veicolo in sosta con il motore acceso per consentire il funzionamento dell'aria condizionata;
[26018_02];V;La sosta e vietata sulle aree destinate al mercato e ai veicoli per il carico e lo scarico di cose, nelle ore stabilite;
[26020_05];F;Nel caso in cui la sosta e espressamente vietata da una norma del codice della strada, l'osservanza di tale divieto e comunque condizionata dalla presenza di cartelli segnaletici;
[26021_02];V;La sosta, a meno di 15 metri dal segnale di fermata degli autobus, qualora gli spazi di fermata non siano delimitati, comporta tra l'altro, la sottrazione di punti dalla patente;
[26021_04];V;La sosta in corrispondenza degli scivoli o dei raccordi tra i marciapiedi e la carreggiata utilizzati dai veicoli per persone invalide comporta, tra l'altro, la sottrazione di punti dalla patente;
[26014_05];V;La sosta e vietata sui dossi.;
[26007_03];V;La fermata e vietata nelle gallerie, salvo diversa segnalazione.;
[26001_07];F;In una zona in cui la sosta e regolamentata con parchimetro, non occorre utilizzare il parchimetro se si effettua una breve sosta;
[26002_03];V;E' opportuno che il conducente di un autoveicolo in sosta sul lato sinistro in una strada urbana a senso unico, ricordi al passeggero di prestare particolare attenzione ai veicoli che sopraggiungono, prima di aprire la portiera;
[17001_01];V;In presenza della luce semaforica rossa i veicoli devono arrestarsi;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/154.jpg
[17010_02];V;Il semaforo in figura non consente di occupare la corsia indicata con luce rossa a forma di x;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/159.jpg
[17016_07];F;Il semaforo in figura indica lo svolgimento di una gara ciclistica;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/158.jpg
[17020_03];V;Quando il vigile si dispone con le braccia aperte verso la nostra direzione come in figura non si puo svoltare a sinistra;
[17024_08];F;Il suono prolungato del fischietto da parte dell'agente preposto al traffico impone ai soli veicoli pesanti di arrestarsi;
[17021_06];F;Quando il vigile si dispone di profilo con le braccia aperte come in figura, ci si deve arrestare prima della striscia trasversale di arresto se si proviene dalla sua sinistra;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/384.jpg
[17019_02];V;Il semaforo di corsie reversibili in figura consente il transito nella corsia indicata dalla freccia verde;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/159.jpg
[17018_08];F;Il semaforo in figura impone al conducente di mantenere dal veicolo che lo precede la distanza indicata;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/161.jpg
[17017_05];F;La luce gialla lampeggiante, del tipo C in figura, indica una corsia riservata a tutti i veicoli a due ruote;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/160.jpg
[17011_01];V;La luce verde accesa del semaforo in figura permette ai pedoni l'attraversamento;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/157.jpg
[18004_09];F;Il segnale raffigurato indica, su strada urbana, il numero del cavalcavia;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/203.jpg
[18007_06];F;Il segnale raffigurato indica il divieto di svoltare a destra o a sinistra;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/153.jpg
[18025_06];V;Il segnale raffigurato indica che per S. Cesareo mancano 7 chilometri;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/183.jpg
[18026_02];V;Il segnale raffigurato indica, nel pannello aggiuntivo, i veicoli che possono entrare;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/186.jpg
[18027_05];F;Il segnale raffigurato indica una strada a senso unico;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/187.jpg
[18029_04];V;Il segnale raffigurato indica che e possibile arrivare fino a Trafoi;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/193.jpg
[18037_07];F;Il segnale raffigurato se di colore verde e posto in autostrada;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/218.jpg
[18043_06];V;Il segnale raffigurato se barrato da una striscia rossa indica la fine della sua validita;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/228.jpg
[18055_03];V;Il segnale raffigurato consiglia di svoltare a destra alle categorie dei veicoli rappresentati;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/250.jpg
[18059_01];V;Il segnale raffigurato indica un'area attrezzata con impianti di scarico per i veicoli che hanno i servizi igienico-sanitari;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/273.jpg
[19015_09];F;Il delineatore raffigurato segnala una curva pericolosa a destra;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/293.jpg
[19015_10];F;Il delineatore raffigurato indica che si e vicini ad un passaggio a livello;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/293.jpg
[19015_11];F;Il delineatore raffigurato viene posto solo su strade extraurbane principali;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/293.jpg
[19016_01];V;Il delineatore raffigurato indica di svoltare a destra o a sinistra;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/294.jpg
[19016_02];V;Il delineatore raffigurato ha le punte delle frecce che segnalano le direzioni possibili;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/294.jpg
[19016_03];V;"Il delineatore raffigurato e installato ad un incrocio a forma di T""";http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/294.jpg
[19016_04];V;Il delineatore raffigurato e posto in un incrocio dove non e possibile proseguire diritto;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/294.jpg
[19016_05];F;Il delineatore raffigurato indica un passaggio a livello;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/294.jpg
[19016_06];F;Il delineatore raffigurato indica un ponte mobile;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/294.jpg
[19016_07];F;Il delineatore raffigurato indica una strada chiusa per lavori in corso;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/294.jpg
[27001_01];V;Nel caso di ingombro della carreggiata per caduta accidentale del carico il conducente deve provvedere a rimuovere il carico, se possibile;
[27001_02];V;Su strada extraurbana, nel caso di ingombro della carreggiata per caduta accidentale del carico, il conducente deve presegnalare l'ostacolo mediante il segnale di veicolo fermo (triangolo);
[27001_03];V;Nel caso di ingombro della carreggiata per caduta accidentale del carico il conducente deve rendere sollecitamente libero, per quanto possibile, il transito;
[27001_04];F;Nel caso di ingombro della carreggiata per caduta accidentale del carico il conducente deve presegnalare l'ostacolo mediante il segnale di STOP;
[27001_05];F;Nel caso di ingombro della carreggiata per caduta accidentale del carico il conducente deve restare a bordo del veicolo in attesa dei soccorsi;
[27002_01];V;In caso di ingombro della carreggiata per avaria del veicolo, il conducente deve sollecitamente rendere libero il transito per il traffico sopraggiungente;
[27002_02];V;In caso di ingombro della carreggiata per avaria del veicolo, il conducente deve spingere il veicolo stesso fuori della carreggiata o, se cio non e possibile, collocarlo sul margine destro della carreggiata;
[27002_03];V;In caso di ingombro della carreggiata per caduta del carico o per qualsiasi altra causa, il conducente deve rimuovere l'ingombro, per quanto possibile;
[27002_04];F;In caso di ingombro della carreggiata per avaria del veicolo, il conducente non e tenuto a spostarlo, in attesa dei soccorsi, se il traffico e scarso;
[27002_05];F;Nel caso di ingombro della carreggiata per caduta accidentale del carico il conducente deve evitare di spostarlo per consentire la ricostruzione corretta dell'accaduto;
[20001_01];V;Il pannello integrativo raffigurato, posto sotto un segnale di pericolo, indica la distanza tra il segnale ed il punto d'inizio del pericolo;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/121.jpg
[20002_02];V;Il pannello integrativo raffigurato, posto sotto un segnale di obbligo, indica la lunghezza del tratto stradale nel quale vale la prescrizione del segnale;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/122.jpg
[20002_06];F;Il pannello integrativo rappresentato in figura A obbliga a proseguire diritto per 380 metri;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/122.jpg
[20003_01];V;Il segnale raffigurato vieta la sosta dalle ore 7.30 alle ore 19.00;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/943.jpg
[20004_01];V;Il pannello integrativo raffigurato limita la validita del segnale sotto cui e posto ai giorni festivi e alla fascia oraria indicata;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/124.jpg
[20005_02];V;Il segnale raffigurato vieta il transito nella fascia oraria indicata, dei giorni lavorativi;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/928.jpg
[20007_01];V;Il pannello integrativo (A), posto sotto un segnale di divieto, evidenzia il punto d'inizio della prescrizione;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/128.jpg
[20008_01];V;Il segnale raffigurato indica che il divieto di sosta continua;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/939.jpg
[20009_12];F;Il pannello integrativo raffigurato (A) indica l'unica direzione consentita;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/130.jpg
[20009_02];V;il segnale raffigurato indica il punto dove termina il divieto di fermata;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/952.jpg
[16005_02];V;Le frecce direzionali in figura indicano ai conducenti le direzioni consentite all'incrocio;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/547.jpg
[16008_02];V;Rispetto al veicolo che procede nel senso della freccia, la striscia discontinua in figura consente di effettuare un sorpasso anche superando tutte e due le strisce;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/566.jpg
[16009_01];V;I segni gialli e neri in figura dipinti sul bordo del marciapiede indicano un divieto di sosta;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/670.jpg
[16010_03];V; La striscia a zig zag della segnaletica in figura serve agli autobus per facilitare la manovra di accostamento e per ripartire;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/546.jpg
[16025_10];F;La striscia bianca continua di mezzo in figura consente l'inversione di marcia nelle strade a doppio senso;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/501.jpg
[16026_02];V;Il dispositivo in figura e un dosso artificiale;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/535.jpg
[16026_12];F;Le strisce gialle in figura delimitano un'area riservata al carico e allo scarico di merci;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/445.jpg
[16026_12];F;Le strisce gialle in figura delimitano un'area riservata al carico e allo scarico di merci;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/445.jpg
[16029_07];F;La corsia di emergenza (corsia A) e riservata alla svolta a destra;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/553.jpg
[17002_02];V;Quando e accesa la luce verde del semaforo in figura si puo svoltare a destra;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/154.jpg
[22001_01];V;Il rispetto della distanza di sicurezza evita la collisione con il veicolo che precede;
[22002_02];V;La distanza di sicurezza va rispettata per non tamponare il veicolo che ci precede;
[22003_03];F;La distanza di sicurezza deve essere di almeno 100 metri nelle forti discese;
[22004_04];F;La distanza di sicurezza deve essere mantenuta per evitare lo scontro frontale;
[22005_05];V;La distanza minima di sicurezza se si viaggia a 130 km/h deve essere di circa 36 metri;
[22006_06];F;La distrazione del conducente non rappresenta un pericolo se si limita a pochi secondi;
[22007_07];F;In un secondo, si percorrono circa m 10 se si viaggia a 100 km/h;
[22008_06];F;Lo spazio di frenatura si raddoppia se la velocita si raddoppia;
[22009_09];F;Lo spazio di frenatura aumenta se la strada e in salita;
[22010_01];V;Lo spazio totale di arresto e pari allo spazio percorso nel tempo di reazione piu quello percorso durante la frenata;
[15012_10];F;Il segnale raffigurato vieta la svolta a sinistra all'incrocio ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/47.jpg
[15010_11];F;Il segnale raffigurato preannuncia sempre un incrocio con precedenza a destra ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/46.jpg
[15010_04];V;Il segnale raffigurato indica che la strada non ha piu il diritto di precedenza ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/46.jpg
[15009_07];F;In presenza del segnale raffigurato e del semaforo tre luci abbiamo la precedenza se il semaforo e una luce verde, ma l'agente del traffico ordina di fermarci ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/45.jpg
[15007_08];F;Il segnale raffigurato preannuncia che la circolazione e ammessa in giorni uguali in senso e in odi giorni in altro;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/45.jpg
[15005_13];F;Incontrando il segnale raffigurato occorre fermarsi e poi arrestarsi nuovamente dopo 320 metri ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/43.jpg
[15005_12];F;Il segnale raffigurato e posto prima del segnale ALT-POLIZIA ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/43.jpg
[15005_10];F;Il segnale raffigurato preannuncia la presenza di una barriera doganale ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/43.jpg
[15004_12];F;Il segnale raffigurato preannuncia un'incrocio in cui vale la regola di dare la precedenza solo a destra ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/42.jpg
[15002_02];V;Il segnale raffigurato obbliga a dare precedenza ai veicoli che circolano sulla strada su cui ci si immette ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/40.jpg
[14001_07];F;Il segnale raffigurato preannuncia un senso unico;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/97.jpg
[14001_08];F;Il segnale raffigurato e un segnale di indicazione;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/97.jpg
[14003_10];F;Il segnale raffigurato consente di svoltare a destra all'incrocio;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/94.jpg
[14003_09];F;Il segnale raffigurato consente di andare diritto all'incrocio;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/94.jpg
[14003_17];F;Il segnale raffigurato indica un senso unico parallelo;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/94.jpg
[14007_11];F;Il segnale raffigurato obbliga ad andare diritto o svoltare a destra;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/96.jpg
[14007_04];V;Il segnale raffigurato preannuncia un incrocio ove non e consentito proseguire diritto;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/96.jpg
[14011_01];V;Il segnale raffigurato indica che e consentito svoltare a destra;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/98.jpg
[14016_03];V;Il segnale raffigurato obbliga i conducenti a passare a sinistra di un salvagente;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/101.jpg
[14002_06];V;Il segnale raffigurato e un segnale di prescrizione;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/93.jpg
[30001_04];F;E' vietato utilizzare un autoveicolo sulle strade pubbliche quando non si ha con sé la ricevuta di avvenuto pagamento della tassa di possesso;
[30002_03];V;Un autoveicolo per poter circolare deve essere munito del certificato di assicurazione e relativo contrassegno, attestante il pagamento della copertura assicurativa;
[30004_08];F;La patente AM consente, a chi ha compiuto 14 anni, di condurre i ciclomotori in tutti i paesi dell’Unione Europea;
[30007_04];V;La patente di categoria A puo essere conseguita, con accesso diretto, da chi non e gia titolare di patente A2 da almeno 2 anni, solo se ha compiuto 24 anni di eta;
[30008_03];V;La patente di categoria B1 abilita a condurre i quadricicli non leggeri di massa a vuoto non superiore a 400 chilogrammi (550 chilogrammi per veicoli destinati al trasporto merci), esclusa la massa delle batterie per i veicoli elettrici, e con potenza massima non superiore a 15 kW;
[30009_10];V;La patente di categoria B consente di condurre tutti i tipi di quadricicli a motore;
[30012_07];F;La patente di guida viene immediatamente ritirata, durante la circolazione, quando il conducente trasporta un passeggero in stato di ebbrezza;
[30015_03];V;La sospensione della patente e disposta, ad esempio, quando si guidano veicoli diversi da quelli cui la patente abilita;
[30017_03];V;L'uso di telefono cellulare senza auricolare o viva voce durante la guida comporta una perdita di punti sulla patente;
[30018_18];F;La patente di guida di categoria B, salvo diversa limitazione riportata sul documento stesso o salvo allineamento alla data del compleanno del titolare, vale cinque anni se rilasciata o confermata a chi non ha superato i 50 anni di eta;
[13001_12];F;Il segnale raffigurato consente, di norma, di entrare nella strada per effettuare la sosta e le operazioni di carico e scarico;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/54.jpg
[13002_08];F;Il segnale raffigurato consente l'accesso ai motocicli;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/55.jpg
[13003_07];F;Il segnale raffigurato permette ad un motociclo di superare un'autovettura;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/56.jpg
[13004_04];V;In presenza del segnale raffigurato e vietato superare anche gli autoveicoli di massa complessiva inferiori a 3,5 tonnellate;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/56.jpg
[13006_07];F;Il segnale raffigurato obbliga i veicoli a marciare a meno di 70 metri di distanza l'uno dall'altra;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/57.jpg
[13008_03];V;Il segnale raffigurato indica la velocita massima alla quale i veicoli possono procedere;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/58.jpg
[13010_04];V;Il segnale raffigurato consente ad un autobus di massa un pieno carico pari a 18 tonnellate di sorpassare un autotreno;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/60.jpg
[13013_01];V;Il segnale raffigurato vieta il transito alle biciclette;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/63.jpg
[13026_10];F;Il segnale raffigurato indica che possono passare gli autocarri con carico alto 3,50 metri dal piano del cassone;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/76.jpg
[13035_15];F;Il segnale (A), se integrato con il pannello (B), e il divieto di permanenza permanente;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/949.jpg
[12001_01];V;Il segnale raffigurato preannuncia una tratto di strada deformata;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/1.jpg
[12001_13];F;Il segnale raffigurato preannuncia una serie di dossi;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/1.jpg
[12002_04];V;In presenza del segnale raffigurato e necessario moderare la velocita per evitare sollecitazioni eccessive e danni alle sospensioni;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/1.jpg
[12003_01];V;Il segnale raffigurato preannuncia un dosso ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/2.jpg
[12003_13];F;Il segnale raffigurato preannuncia l'ingresso in una galleria ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/2.jpg
[12004_05];V;Il segnale raffigurato e un segnale di pericolo ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/2.jpg
[12005_10];F;Il segnale raffigurato puo trovarsi prima di una tratto in salita seguito da una discesa ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/3.jpg
[12006_04];V;In presenza del segnale raffigurato e in caso di pioggia e necessario prevedere la possibilita di accumulo di acqua nella cunetta ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/3.jpg
[12007_03];V;Il segnale raffigurato puo essere integrato con pannello con la scritta TORNANTE;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/4.jpg
[12007_09];F;Il segnale raffigurato e un segnale di prescrizione ;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/4.jpg
[29009_20];F;Sul casco possono essere applicati adesivi di qualunque tipo, purche non coprano la visiera;
[29009_21];F;Il casco deve essere periodicamente pulito con benzina o acquaragia per sgrassarlo ed eliminare resti di insetti;
[29009_22];F;Quando la temperatura e vicino a 0° C il conducente deve chiudere i fori di aereazione per evitare colpi di freddo al collo;
[29009_23];F;Il casco deve essere completamente allacciato solo sui percorsi extraurbani;
[29009_24];F;Quando si circola nelle zone a velocita controllata inferiore a 30 km/h, non e obbligatorio l’uso del casco;
[29009_25];F;L’uso del casco non e obbligatorio su qualunque quadriciclo a motore;
[29009_26];F;Il casco conserva invariate le sue caratteristiche protettive per periodi lunghissimi, di oltre venti anni;
[29009_27];F;Il casco integrale non puo essere utilizzato quando si circola nei centri urbani ad alta densita di circolazione;
[29009_28];F;Il casco integrale e inutile se si circola a bordo di un ciclomotore a due ruote;
[29009_29];F;L’obbligo dell’uso del casco non riguarda i maggiorenni con piu di tre anni di esperienza di guida;
[28004_01];V;Durante la marcia, in caso di pioggia intensa, oltre alle luci anabbaglianti bisogna tenere accesa la luce posteriore per nebbia, se il veicolo ne e dotato;
[28004_03];V;Durante la marcia fuori dai centri abitati, e obbligatorio fare uso delle luci anabbaglianti, sia di giorno che di notte;
[28004_05] ;V;Durante la marcia nelle ore notturne, l'uso delle luci anabbaglianti e obbligatorio anche se l'illuminazione pubblica e sufficiente;
[28004_02];V;Durante la marcia, in caso di fitta nevicata, oltre alle luci anabbaglianti bisogna tenere accesa la luce posteriore per nebbia, se il veicolo ne e dotato;
[28001_03];V;Proiettori anabbaglianti male orientati possono abbagliare gli altri utenti della strada        ;
[28004_06];F;Durante la marcia, l'uso delle luci anabbaglianti non e consentito nelle gallerie illuminate        ;
[28004_07];F;Durante la marcia, l'uso delle luci di posizione e sempre consentito in alternativa a quelle anabbaglianti;
[28004_08];F;L'uso delle luci anabbaglianti e obbligatorio quando si sorpassa un'auto della polizia        ;
[28007_01];V;La targa posteriore di un autoveicolo e illuminata per consentire una facile lettura dei caratteri che la compongono;
[28007_02];V;La targa posteriore di un autoveicolo deve essere illuminata con una luce bianca        ;
[25003_01];V;Dopo aver eseguito una prima manovra di sorpasso, in strade ad almeno due corsie per senso di marcia, e possibile eseguirne un' altra senza rientrare a destra, se non si crea intralcio;
[25003_02];V;La manovra di sorpasso deve essere eseguita a destra se il conducente del veicolo da sorpassare ha segnalato l'intenzione di voler svoltare a sinistra;
[25003_03];V;La manovra di sorpasso deve essere eseguita a destra se, su strada a senso unico, il conducente del veicolo da sorpassare ha segnalato l'intenzione di voler accostare a sinistra;
[25003_04];V;La manovra di sorpasso del tram puo effettuarsi su ambo i lati se la strada e a senso unico e la larghezza della carreggiata lo consente;
[25003_05];V;Se il tram o il filobus sono fermi la manovra di sorpasso puo effettuarsi a destra se esiste il salvagente;
[25003_06];V;Se il tram o il filobus sono fermi la manovra di sorpasso non puo effettuarsi a destra se manca il salvagente;
[25003_07];F;Se il tram o il filobus sono fermi per la salita e la discesa dei passeggeri, la manovra di sorpasso puo sempre effettuarsi a destra;
[25003_08];F;E' sempre vietato effettuare la manovra di sorpasso a destra;
[25003_09];F;La manovra di sorpasso puo, di norma, effettuarsi a destra sulle autostrade;
[25003_10];F;La manovra di sorpasso puo effettuarsi a sinistra soltanto se il veicolo da sorpassare sta svoltando a destra;
[24001_01];V;Nella situazione rappresentata in figura il tram ha la precedenza rispetto agli altri veicoli;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/642.jpg
[24002_01];V;Nella situazione rappresentata in figura il veicolo B non deve dare la precedenza agli altri due veicoli;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/608.jpg
[24003_05];V;Secondo le norme di precedenza nell'incrocio rappresentato in figura il veicolo C deve passare dopo i veicoli R e A;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/615.jpg
[24005_03];V;Nell'incrocio rappresentato in figura il veicolo E ha diritto di precedenza sul veicolo B;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/662.jpg
[24011_06];V;Giungendo all'incrocio rappresentato in figura il veicolo L deve passare per ultimo;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/643.jpg
[24043_03];V;Nell'incrocio rappresentato in figura il veicolo S transita per ultimo;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/616.jpg
[24017_07];F;Nell'incrocio rappresentato in figura i veicoli disimpegnano l'incrocio nel seguente ordine: A, H, C, E, V;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/665.jpg
[24021_10];F;Secondo le norme di precedenza nell'incrocio rappresentato in figura i veicoli A e T transitano contemporaneamente;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/613.jpg
[24027_04];F;Nell'incrocio rappresentato nella figura il conducente del veicolo D passa per terzo;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/651.jpg
[24006_05];F;Secondo le norme di precedenza nell'incrocio rappresentato in figura il veicolo C non deve dare la precedenza ad alcun veicolo;http://informaquiz.it/sites/default/files/QuizPatente_2013/IMG/659.jpg
